Title,Note,URL,Tags,Comment
Che Xi Ma Phu ( Black Sesame Sweet Soup ),,https://www.google.com/maps/place/Che+Xi+Ma+Phu+(+Black+Sesame+Sweet+Soup+)/data=!4m2!3m1!1s0x31420f8377124f59:0x6404c3fd7bddd007,,
Busan Korea Spa,,https://www.google.com/maps/place/Busan+Korea+Spa/data=!4m2!3m1!1s0x3142190065752d03:0x8c5b250e6520ef6c,,
innisfree Vietnam - Đà Nẵng,,https://www.google.com/maps/place/innisfree+Vietnam+-+%C4%90%C3%A0+N%E1%BA%B5ng/data=!4m2!3m1!1s0x31421926b34ad519:0xab25bce87e2ed73b,,
"Hadi Beauty Mỹ Phẩm Đà Nẵng - 108 Nguyễn Văn Thoại - 화장품 가게 - 化妆品店 - 
Cosmetics shop",,https://www.google.com/maps/place/Hadi+Beauty+M%E1%BB%B9+Ph%E1%BA%A9m+%C4%90%C3%A0+N%E1%BA%B5ng+-+108+Nguy%E1%BB%85n+V%C4%83n+Tho%E1%BA%A1i+-+%ED%99%94%EC%9E%A5%ED%92%88+%EA%B0%80%EA%B2%8C+-+%E5%8C%96%E5%A6%86%E5%93%81%E5%BA%97+-+%0ACosmetics+shop/data=!4m2!3m1!1s0x3142176228e890dd:0x35ab7ca5b5ef6a8f,,
Hasaki Beauty & Clinic,,https://www.google.com/maps/place/Hasaki+Beauty+%26+Clinic/data=!4m2!3m1!1s0x314219fd859a2add:0xb484899a6914a9ad,,
"KT Korea Beauty-Best Facial-Acne/Darkspots/SkinTag/Hifu/Microneedling 
Treatment-Skin Care Clinic-Filler Botox Meso-Laser Hair",,https://www.google.com/maps/place/KT+Korea+Beauty-Best+Facial-Acne%2FDarkspots%2FSkinTag%2FHifu%2FMicroneedling+%0ATreatment-Skin+Care+Clinic-Filler+Botox+Meso-Laser+Hair/data=!4m2!3m1!1s0x31420f2af043f79d:0x808777e01567b821,,
RMD VINTAGE CLOTHING DANANG,,https://www.google.com/maps/place/RMD+VINTAGE+CLOTHING+DANANG/data=!4m2!3m1!1s0x314219092732b17f:0x4a8ce020a9af423d,,
80s Space ( Vintage shop ),,https://www.google.com/maps/place/80s+Space+(+Vintage+shop+)/data=!4m2!3m1!1s0x314219b8049777bf:0x71f0e3b75b5b7548,,
LiMe Store ( linen & more),,https://www.google.com/maps/place/LiMe+Store+(+linen+%26+more)/data=!4m2!3m1!1s0x31420f271d41c77d:0xb16f7c4a79b81ed8,,
Ginkgo T-shirts Tran Phu,,https://www.google.com/maps/place/Ginkgo+T-shirts+Tran+Phu/data=!4m2!3m1!1s0x31420f6808b310ff:0xb331f6a96dd23782,,
