Title,Note,URL,Tags,Comment
Metiseko,Sustainable silk,https://www.google.com/maps/place/Metiseko/data=!4m2!3m1!1s0x31420e7ef0d252b7:0x152be66a9d115c44,,
Cơm Gà Giếng Đình Hội An,,https://www.google.com/maps/place/C%C6%A1m+G%C3%A0+Gi%E1%BA%BFng+%C4%90%C3%ACnh+H%E1%BB%99i+An/data=!4m2!3m1!1s0x31420e7f3be7b951:0x41337bbffe28d8b6,,
Allegro Hoi An . A Little Luxury Hotel & Spa,,https://www.google.com/maps/place/Allegro+Hoi+An+.+A+Little+Luxury+Hotel+%26+Spa/data=!4m2!3m1!1s0x31420e7b8af8c4a7:0xf9e6c130802308fd,,
B'Lan Silk Hiệu vải Phước Hưng,,https://www.google.com/maps/place/B'Lan+Silk+Hi%E1%BB%87u+v%E1%BA%A3i+Ph%C6%B0%E1%BB%9Bc+H%C6%B0ng/data=!4m2!3m1!1s0x31420e7f11c57d27:0x3e895a5fd5ceda38,,
A Dong Silk,,https://www.google.com/maps/place/A+Dong+Silk/data=!4m2!3m1!1s0x31420e7eea1eec9f:0xfc7e40a31c1fbaf4,,
Yaly Couture Signature,,https://www.google.com/maps/place/Yaly+Couture+Signature/data=!4m2!3m1!1s0x31420f609ab0edcb:0x1768dcca067c550f,,
A Dong Silk,,https://www.google.com/maps/place/A+Dong+Silk/data=!4m2!3m1!1s0x31420e79537ac0d5:0x8679711b0dd72fd6,,
"Mì Quảng 92 - Mì quảng cá lóc, bò, mì tôm thịt",,"https://www.google.com/maps/place/M%C3%AC+Qu%E1%BA%A3ng+92+-+M%C3%AC+qu%E1%BA%A3ng+c%C3%A1+l%C3%B3c,+b%C3%B2,+m%C3%AC+t%C3%B4m+th%E1%BB%8Bt/data=!4m2!3m1!1s0x31420ef900000001:0x6900c2a36110a49e",,
Coffee Xóm Chiêu,,https://www.google.com/maps/place/Coffee+X%C3%B3m+Chi%C3%AAu/data=!4m2!3m1!1s0x31420d48b1ce0ee1:0x67a206f198879070,,
Roving Chill house,,https://www.google.com/maps/place/Roving+Chill+house/data=!4m2!3m1!1s0x31420da45adf7b5f:0x5538f7fc5de6c093,,
OLV Đà Nẵng,,https://www.google.com/maps/place/OLV+%C4%90%C3%A0+N%E1%BA%B5ng/data=!4m2!3m1!1s0x314219e07ebb039b:0x52a5ed5669d09d41,,
Váy cưới EUPHORIA,,https://www.google.com/maps/place/V%C3%A1y+c%C6%B0%E1%BB%9Bi+EUPHORIA/data=!4m2!3m1!1s0x314219cb0196fb89:0xbdd13ccec69367de,,
Lan Doan Bridal,,https://www.google.com/maps/place/Lan+Doan+Bridal/data=!4m2!3m1!1s0x314219fbf94fe209:0x2e8c4361859f6e8b,,
Pizza 4P's Indochina Da Nang,,https://www.google.com/maps/place/Pizza+4P's+Indochina+Da+Nang/data=!4m2!3m1!1s0x3142193cf50bef09:0x6f1b1de8e432c22e,,
Hoa Sen - vegetarian Bahn Mi,,https://www.google.com/maps/place/Hoa+Sen+-+vegetarian+Bahn+Mi/data=!4m2!3m1!1s0x31420fc578a554bf:0x8f7263127ba8809c,,
Quán Cơm gà CÔ DIÊN -625-Hai Bà Trưng ( Cơm gà bà Hồ),,https://www.google.com/maps/place/Qu%C3%A1n+C%C6%A1m+g%C3%A0+C%C3%94+DI%C3%8AN+-625-Hai+B%C3%A0+Tr%C6%B0ng+(+C%C6%A1m+g%C3%A0+b%C3%A0+H%E1%BB%93)/data=!4m2!3m1!1s0x31420e7f3b965fc5:0xfc71a3ad7eedcd4a,,
Cao lầu Không Gian Xanh,,https://www.google.com/maps/place/Cao+l%E1%BA%A7u+Kh%C3%B4ng+Gian+Xanh/data=!4m2!3m1!1s0x31420e7bddecbc07:0x2741910aa2d6284e,,
Hoi An Roastery Espresso & Coffee House,,https://www.google.com/maps/place/Hoi+An+Roastery+Espresso+%26+Coffee+House/data=!4m2!3m1!1s0x31420f000f111545:0x50b177c03425d882,,
Ren Rứa Cafe,,https://www.google.com/maps/place/Ren+R%E1%BB%A9a+Cafe/data=!4m2!3m1!1s0x31420f4ab6edb20d:0x2ae1321283cfb1db,,
Be Be Tailor 2,,https://www.google.com/maps/place/Be+Be+Tailor+2/data=!4m2!3m1!1s0x31420e7c1fee3a89:0x35b3097bb8c6bf6b,,
Quán Phú Hồng,,https://www.google.com/maps/place/Qu%C3%A1n+Phu%CC%81+H%C3%B4%CC%80ng/data=!4m2!3m1!1s0x314218322ae61cdf:0xe647b5fbc529b92a,,
Silk Village Hoi An - The Tourist,,https://www.google.com/maps/place/Silk+Village+Hoi+An+-+The+Tourist/data=!4m2!3m1!1s0x31420e6fedc51059:0xd3cb9c178ef079c7,,
Cong Caphe,,https://www.google.com/maps/place/Cong+Caphe/data=!4m2!3m1!1s0x31420e7c4c9d7887:0x6c0b43733b24aee9,,
